respondent_id,year,country_raw,education_raw,job_role_raw,primary_language_raw,ml_tools_raw,years_experience_raw,salary_usd_raw,remote_work_raw,preferred_ide_raw,learning_platform_raw
100473,2021,JP,BS,ML Engineer,PYTHON,TensorFlow;XGBoost;scikit-learn,12,70233.84022527101,Y,Notepad++,Kaggle
100474,2019,Australia,Bachelors,Data Scientist,,Keras;PyTorch,10+,207359.52221057244,Y,RStudio,University
100475,2021,US,MSc,Data Engineer,R,Keras;LightGBM;TensorFlow,7,167451.2434059208,Y,Notepad++,Kaggle
100476,2017,NG,BS,Data Analyst,JS,XGBoost,3-5,99348.79489023522,Hybrid,VS Code,University
100477,2020,Bangladesh,ph.d,Machine Learning Engineer,C#,None;TensorFlow,0,221791.91968060474,Yes,PyCharm,Kaggle
100478,2021,IND,ph.d,Machine Learning Engineer,sql,Keras;LightGBM;None,10+,112000.60692216335,N,JupyterLab,University
100479,2019,USA,Master's,Data Scientist,JS,XGBoost,12,"$133,218",N,VS Code,University
100480,2020,India,MS,data scientist,JS,PyTorch,7,700000,Hybrid,RStudio,Coursera
100481,2020,Bangladesh,Bachelors,ML Engineer,SQL,PyTorch;XGBoost,4,"$94,878",No,JupyterLab,Books
100482,2019,AU,,data scientist,Java,Keras,3-5,,Hybrid,Notepad++,Coursera
100483,2020,United States,Master's,Machine Learning Engineer,R,None;TensorFlow,12,128183.93118535305,No,RStudio,Books
100484,2020,U.S.A.,Bachelors,Data Engineer,sql,LightGBM;None;PyTorch,1.5,64899.68930125979,Y,RStudio,Coursera
100485,2021,US,MS,ML Engineer,SQL,Keras;scikit-learn,7,302077.9067778088,No,VS Code,Blogs
100486,2017,United States,PhD,ML Engineer,R,Keras;LightGBM,10+,152666.64164987515,No,VS Code,University
100487,2018,NG,MSc,Machine Learning Engineer,PYTHON,scikit-learn,0-1,221975.91092863356,Hybrid,JupyterLab,University
100488,2021,NG,MSc,Business Analyst,SQL,PyTorch,3-5,75981.46006963935,Hybrid,RStudio,Kaggle
100489,2021,India,Bachelors,Student,Python,LightGBM;None;TensorFlow,5-10,"$15,131",Yes,Spyder,YouTube
100490,2019,BD,high School,Software Engineer,JS,None,0-1,119815.63444118499,Y,Notepad++,Kaggle
100491,2020,Brazil,MSc,Data Scientist,JavaScript,LightGBM;None;scikit-learn,0-1,,Yes,Notepad++,Coursera
100492,2018,Germany,Master's,Student,python,XGBoost,10+,"$24,847",Y,Notepad++,Udemy
100493,2018,India,ph.d,Other,JS,Keras;scikit-learn,1.5,61432.35327108183,Yes,Notepad++,YouTube
100494,2019,United Kingdom,MSc,Data Engineer,PYTHON,PyTorch,1-3,170825.1166445888,N,Notepad++,YouTube
100495,2019,USA,BS,data scientist,python,PyTorch;TensorFlow;XGBoost,5-10,75043.9054286046,Hybrid,Spyder,Udemy
100496,2020,Canada,ph.d,Student,r,TensorFlow;XGBoost;scikit-learn,4,14689.178274386863,No,Notepad++,University
100497,2017,uk,Bachelor's,Data Scientist,Python,LightGBM;None;scikit-learn,12,136684.88949095504,Y,PyCharm,Coursera
100498,2021,NG,high School,data scientist,r,,4,72116.86744701621,Hybrid,JupyterLab,University
100499,2021,US,high School,Data Analyst,Python,Keras;LightGBM;None,0,139806.64245647125,Y,Notepad++,Coursera
100500,2020,USA,Some college,Data Scientist,Python,None;TensorFlow,3-5,201789.22530674873,Hybrid,JupyterLab,University
100501,2019,Japan,BS,data scientist,SQL,None,0,51128.74698304417,No,VS Code,University
100502,2018,CAN,Master's,Machine Learning Engineer,sql,LightGBM,4,1250000,Y,Notepad++,Books
100503,2021,BD,high School,Data Analyst,Python,None;TensorFlow;scikit-learn,1.5,"$60,478",N,RStudio,Books
100504,2020,BR,PhD,Researcher,PYTHON,,1.5,93260.7710168677,Hybrid,Spyder,Coursera
100505,2018,Australia,Diploma/Other,Data Analyst,Java,PyTorch;scikit-learn,1.5,83013.68497588176,Y,VS Code,Coursera
100506,2021,United Kingdom,PhD,Software Engineer,Python,,7,116371.76065878314,N,Notepad++,YouTube
100507,2021,IND,PhD,Software Engineer,C#,XGBoost,12,"$79,644",Yes,RStudio,Blogs
100508,2021,IND,Master's,Software Engineer,JS,LightGBM;None;PyTorch,3-5,108191.26358028433,N,Spyder,Coursera
100509,2020,United States,PhD,Data Analyst,C#,LightGBM;None;PyTorch,3-5,"$45,983",Yes,RStudio,Kaggle
100510,2020,IND,BA,Machine Learning Engineer,Python,TensorFlow;XGBoost,7,,Y,RStudio,Books
100511,2019,IND,high School,Researcher,Java,None;XGBoost,4,182697.69033150878,Yes,RStudio,University
100512,2021,uk,high School,Researcher,JS,None;scikit-learn,1.5,"$76,340",Y,VS Code,YouTube
100513,2021,Brazil,High school,data scientist,JavaScript,XGBoost,10+,39639.32837718341,N,Spyder,Udemy
100514,2017,JP,PhD,Researcher,SQL,Keras;TensorFlow;scikit-learn,4,127524.38707860382,Hybrid,Spyder,Books
100515,2017,Japan,MSc,Researcher,JS,Keras,4,"$53,058",Yes,VS Code,Books
100516,2019,Australia,Bachelor's,Data Scientist,SQL,Keras;LightGBM;None,7,71107.11422216093,N,JupyterLab,Blogs
100517,2021,USA,High school,Data Analyst,Java,LightGBM;PyTorch;TensorFlow,1-3,"$34,380",Hybrid,Spyder,Udemy
100518,2021,India,high School,Student,R,Keras;PyTorch;TensorFlow,1-3,8408.94870342967,Y,VS Code,Blogs
100519,2018,Australia,MSc,data scientist,Java,PyTorch,12,76792.73869743895,N,PyCharm,University
100520,2020,United States,MS,Data Scientist,C#,PyTorch;XGBoost,4,107202.85632853002,N,PyCharm,Blogs
100521,2019,BR,Bachelors,Data Analyst,python,LightGBM;PyTorch;XGBoost,12,"$96,476",Hybrid,Spyder,University
100522,2021,Germany,MSc,ML Engineer,r,Keras;LightGBM;PyTorch,4,114817.69695540925,No,PyCharm,University
100523,2021,Japan,ph.d,Business Analyst,r,LightGBM;None,7,119248.5759590177,Hybrid,Notepad++,Blogs
100524,2021,Brazil,PhD,ML Engineer,R,TensorFlow;XGBoost,10+,,Hybrid,Notepad++,Udemy
100525,2019,AU,PhD,Data Analyst,C#,XGBoost,0,101504.91364646,Yes,JupyterLab,YouTube
100526,2019,Nigeria,MSc,Data Engineer,JS,LightGBM;PyTorch,7,"$112,726",Hybrid,RStudio,Books
100527,2018,United States,MS,data scientist,Python,PyTorch,3-5,"$85,329",Yes,Notepad++,Coursera
100528,2017,India,BS,Data Analyst,r,Keras;LightGBM;TensorFlow,0-1,101225.66766862456,Hybrid,PyCharm,Books
100529,2021,Brazil,High school,Software Engineer,Java,LightGBM;XGBoost;scikit-learn,5-10,"$123,025",N,RStudio,Udemy
100530,2021,NG,Doctorate,Machine Learning Engineer,JS,,1.5,134385.87965445078,Y,Notepad++,Kaggle
100531,2021,Brazil,High school,Data Scientist,r,PyTorch;TensorFlow;XGBoost,5-10,94744.24003348382,Hybrid,Spyder,YouTube
100532,2021,Japan,Bachelor's,ML Engineer,r,PyTorch;TensorFlow,1-3,100819.20008022893,No,PyCharm,Blogs
100533,2020,NG,high School,Student,Python,Keras;PyTorch;XGBoost,10+,"$15,717",No,PyCharm,YouTube
100534,2021,United Kingdom,High school,Software Engineer,Java,LightGBM;TensorFlow;scikit-learn,3-5,61413.03986495067,Hybrid,Spyder,Coursera
100535,2021,JP,MSc,Other,r,PyTorch;XGBoost,7,54180.014452193434,Hybrid,VS Code,Books
100536,2021,AU,BA,Business Analyst,R,TensorFlow,7,102457.4281139708,Yes,Spyder,Udemy
100537,2018,Germany,MS,Business Analyst,sql,scikit-learn,0,218106.5625007245,No,PyCharm,Blogs
100538,2019,uk,BA,Software Engineer,r,LightGBM;TensorFlow;XGBoost,4,154608.56578640945,N,Notepad++,Coursera
100539,2017,USA,PhD,Software Engineer,Java,LightGBM;TensorFlow;XGBoost,12,"$105,826",No,VS Code,Blogs
100540,2021,uk,Masters,data scientist,sql,Keras;None;XGBoost,0-1,64838.013143146665,N,JupyterLab,YouTube
100541,2020,NG,Master's,Researcher,Python,Keras;LightGBM,5-10,117683.01680092057,Hybrid,Spyder,Coursera
100542,2018,USA,Bachelors,Business Analyst,C#,LightGBM;scikit-learn,1-3,92218.08068392333,No,Notepad++,Blogs
100543,2020,India,Some college,Other,sql,None,1-3,77216.6256430787,No,Spyder,Books
100544,2020,AU,Diploma/Other,Student,JS,None;scikit-learn,3-5,19790.478926240252,Yes,RStudio,Blogs
100545,2019,uk,High school,data scientist,python,TensorFlow;scikit-learn,10+,57326.96414495225,N,VS Code,YouTube
100546,2017,IND,Diploma/Other,Machine Learning Engineer,sql,None;PyTorch,1.5,"$157,182",Y,JupyterLab,Coursera
100547,2020,CAN,PhD,data scientist,C#,LightGBM;XGBoost;scikit-learn,1-3,55439.206907950575,N,VS Code,Blogs
100548,2019,U.S.A.,BA,Business Analyst,python,Keras;LightGBM;None,12,109572.47331167491,Yes,JupyterLab,Books
100549,2021,DE,Masters,Student,JS,scikit-learn,4,"$15,735",No,Spyder,Udemy
100550,2019,Bangladesh,ph.d,Student,C#,Keras,3-5,13611.42769213081,Hybrid,Notepad++,Books
100551,2021,JP,BA,Data Scientist,C#,None;XGBoost,3-5,"$180,707",Yes,VS Code,Coursera
100552,2020,BR,MSc,Student,C#,Keras;XGBoost;scikit-learn,5-10,11040.241837473312,Hybrid,PyCharm,University
100553,2020,JP,Some college,Business Analyst,PYTHON,LightGBM;None;TensorFlow,12,,Hybrid,PyCharm,Coursera
100554,2021,BD,PhD,Data Engineer,Python,None;PyTorch;XGBoost,7,,Yes,JupyterLab,Blogs
100555,2019,U.S.A.,BS,data scientist,R,LightGBM;PyTorch;XGBoost,0,25929.154384880283,Hybrid,PyCharm,Blogs
100556,2017,JP,Bachelor's,data scientist,r,XGBoost,1-3,62867.216683256556,No,JupyterLab,University
100557,2017,DE,BA,Data Engineer,JS,Keras;LightGBM,12,179639.17595441584,No,Spyder,YouTube
100558,2020,Canada,Doctorate,Software Engineer,sql,TensorFlow;scikit-learn,0,101646.45171138208,No,PyCharm,Blogs
100559,2020,JP,Masters,Machine Learning Engineer,SQL,LightGBM;TensorFlow,0,203257.21873717054,Y,RStudio,University
100560,2020,Canada,Doctorate,Machine Learning Engineer,Java,TensorFlow;XGBoost;scikit-learn,12,78747.54910623563,Yes,JupyterLab,Books
100561,2018,Bangladesh,Diploma/Other,Business Analyst,R,Keras;LightGBM;scikit-learn,1-3,80055.2980674977,Yes,Spyder,Blogs
100562,2017,United States,Some college,Data Engineer,JavaScript,,0-1,63482.585021918465,N,JupyterLab,YouTube
100563,2017,Brazil,Master's,Other,PYTHON,Keras,1.5,47925.79036092381,No,Spyder,Blogs
100564,2019,UK,Bachelors,Researcher,,PyTorch;XGBoost;scikit-learn,0,62604.461440290754,N,VS Code,Blogs
100565,2020,IND,Some college,Data Engineer,JS,None;TensorFlow;XGBoost,4,1180000,No,PyCharm,YouTube
100566,2019,BR,PhD,Data Analyst,Java,Keras;scikit-learn,5-10,"$89,215",Y,PyCharm,Coursera
100567,2019,United Kingdom,BA,ML Engineer,Python,LightGBM;TensorFlow;XGBoost,0,88015.23735076046,Y,RStudio,University
100568,2021,US,High school,Other,SQL,LightGBM;XGBoost;scikit-learn,10+,48493.113326060455,Hybrid,Spyder,YouTube
100569,2019,BR,Bachelors,Student,JS,Keras;PyTorch;XGBoost,1-3,"$18,457",N,JupyterLab,University
100570,2019,IND,MS,Student,SQL,Keras;None,4,15655.68506950463,Y,Spyder,Coursera
100571,2021,NG,Diploma/Other,Data Analyst,Java,TensorFlow,5-10,65893.92779667208,Yes,Spyder,Blogs
100572,2019,United Kingdom,Bachelor's,Data Analyst,PYTHON,TensorFlow,0,95029.0143354543,N,Notepad++,Books
100573,2020,USA,PhD,ML Engineer,sql,Keras;None,1-3,75877.48996324721,Y,Notepad++,University
100574,2021,Nigeria,Bachelor's,Data Engineer,PYTHON,LightGBM;PyTorch,0-1,"$168,623",No,VS Code,Udemy
100575,2021,BR,MSc,Data Analyst,PYTHON,LightGBM;XGBoost;scikit-learn,12,"$96,916",No,VS Code,Udemy
100576,2018,United Kingdom,Diploma/Other,Data Analyst,C#,LightGBM;PyTorch;XGBoost,0-1,100827.63977639808,Hybrid,VS Code,Udemy
100577,2021,DE,MSc,Researcher,Java,None;PyTorch;TensorFlow,12,57808.806242817496,No,Spyder,Books
100578,2019,BD,MSc,Other,C#,Keras,3-5,57652.80619182738,Hybrid,RStudio,YouTube
100579,2018,BR,high School,ML Engineer,sql,PyTorch;TensorFlow,1-3,74005.48300885117,Yes,PyCharm,YouTube
100580,2019,NG,PhD,Student,PYTHON,XGBoost,1-3,18732.62273388021,No,RStudio,YouTube
100581,2021,Japan,High school,Business Analyst,C#,None;scikit-learn,1-3,196310.0788022628,Y,Notepad++,Udemy
100582,2019,Japan,MS,Data Scientist,JS,LightGBM,1.5,75627.03977557553,N,RStudio,Kaggle
100583,2019,US,ph.d,Business Analyst,sql,TensorFlow,4,,Y,JupyterLab,YouTube
100584,2020,AU,MSc,data scientist,sql,TensorFlow,10+,"$48,198",Y,PyCharm,Books
100585,2018,U.S.A.,BS,Data Engineer,C#,PyTorch,10+,271330.5391087476,No,VS Code,Blogs
100586,2017,United States,MSc,Business Analyst,python,XGBoost;scikit-learn,1.5,,No,Notepad++,Books
100587,2017,uk,Masters,Software Engineer,python,,10+,164910.04732843093,Hybrid,Spyder,University
100588,2017,BR,BA,Data Engineer,r,LightGBM;PyTorch;TensorFlow,1.5,"$122,713",N,Spyder,University
100589,2018,BD,BA,Business Analyst,C#,PyTorch,10+,"$88,129",Hybrid,Spyder,Kaggle
100590,2017,AU,Masters,Data Analyst,JS,LightGBM;TensorFlow;scikit-learn,4,83178.66703756596,No,VS Code,Udemy
100591,2020,NG,Masters,Software Engineer,C#,LightGBM;XGBoost,0-1,166505.07297186536,No,RStudio,Blogs
100592,2018,United States,Doctorate,data scientist,PYTHON,PyTorch;XGBoost,1.5,141970.7541166283,Yes,VS Code,Kaggle
100593,2019,IND,BA,data scientist,JavaScript,LightGBM;scikit-learn,1.5,"$71,488",Y,Spyder,Blogs
100594,2021,NG,BS,Data Engineer,Python,None,3-5,97875.91757926217,Y,RStudio,Coursera
100595,2019,India,Some college,Other,C#,Keras;TensorFlow,0-1,63254.318344024316,N,Spyder,YouTube
100596,2020,AU,Bachelor's,Data Engineer,PYTHON,,0,"$91,850",No,Notepad++,Coursera
100597,2018,BD,high School,Machine Learning Engineer,sql,Keras;LightGBM,1.5,114762.49898139293,Y,Spyder,Udemy
100598,2018,NG,High school,data scientist,python,Keras;None;XGBoost,12,71324.11312658561,Hybrid,JupyterLab,Books
100599,2017,United Kingdom,Bachelor's,Data Engineer,R,None;PyTorch,12,165794.3179493925,Yes,JupyterLab,Udemy
100600,2018,Germany,MS,data scientist,C#,Keras;XGBoost;scikit-learn,0,63158.44037229764,Yes,Spyder,Kaggle
100601,2018,Brazil,Some college,Data Engineer,r,LightGBM,4,119657.6518222027,Y,Spyder,University
100602,2018,IND,Doctorate,Software Engineer,Java,LightGBM;PyTorch;XGBoost,0-1,47228.46500609012,Y,VS Code,Kaggle
100603,2017,U.S.A.,Masters,Other,R,LightGBM;None;TensorFlow,0,60509.64146753917,Y,JupyterLab,YouTube
100604,2017,Brazil,High school,Machine Learning Engineer,R,Keras;scikit-learn,1.5,"$174,669",Hybrid,VS Code,YouTube
100605,2019,BD,Master's,Software Engineer,SQL,Keras;TensorFlow;XGBoost,3-5,"$115,470",No,RStudio,Blogs
100606,2018,India,Bachelor's,ML Engineer,r,LightGBM;None;TensorFlow,5-10,104858.54407198369,N,JupyterLab,Udemy
100607,2019,USA,high School,data scientist,JS,LightGBM;PyTorch;XGBoost,0-1,95277.98796921085,N,VS Code,Books
100608,2019,Nigeria,BA,Data Engineer,SQL,Keras;PyTorch;XGBoost,4,"$111,509",No,Spyder,Kaggle
100609,2020,CAN,Bachelor's,Data Engineer,PYTHON,PyTorch;XGBoost;scikit-learn,4,95330.75304968402,N,VS Code,YouTube
100610,2017,Canada,Masters,Other,PYTHON,PyTorch;XGBoost;scikit-learn,4,,Hybrid,Notepad++,Coursera
100611,2021,United States,PhD,ML Engineer,sql,XGBoost;scikit-learn,0,199277.14693202756,Hybrid,Spyder,Books
100612,2020,United Kingdom,Bachelors,Business Analyst,r,TensorFlow,10+,83771.09316181536,Y,Spyder,Kaggle
100613,2017,Canada,Bachelors,Researcher,sql,TensorFlow,1.5,,Hybrid,JupyterLab,Books
100614,2021,CAN,BS,Researcher,PYTHON,XGBoost,3-5,51491.92273483756,N,Notepad++,Udemy
100615,2021,USA,ph.d,Machine Learning Engineer,R,PyTorch;XGBoost,1.5,61229.573973988154,No,PyCharm,Books
100616,2017,Bangladesh,Master's,Data Scientist,PYTHON,PyTorch,4,81576.87510461951,No,Notepad++,YouTube
100617,2018,Brazil,ph.d,Software Engineer,,Keras;None;XGBoost,12,82259.19523754797,Yes,RStudio,Coursera
100618,2021,AU,Bachelors,Data Scientist,R,Keras;None;PyTorch,1-3,"$55,052",Y,Notepad++,Kaggle
100619,2020,United Kingdom,BA,Software Engineer,C#,XGBoost,10+,224807.0850118627,Hybrid,VS Code,University
100620,2018,USA,BA,Other,JavaScript,TensorFlow,12,"$71,687",N,Notepad++,Blogs
100621,2018,Brazil,Bachelors,Machine Learning Engineer,SQL,Keras;LightGBM;XGBoost,4,117010.6776184594,Y,VS Code,University
100622,2019,Japan,BS,Researcher,JS,Keras;None;TensorFlow,1.5,82016.85546922739,N,Spyder,University
100623,2019,U.S.A.,high School,Data Analyst,SQL,Keras;LightGBM;TensorFlow,10+,122090.71656177536,Hybrid,Spyder,Blogs
100624,2020,CAN,BS,Researcher,SQL,LightGBM,12,,N,RStudio,University
100625,2019,BD,Bachelors,Data Scientist,PYTHON,Keras;LightGBM;TensorFlow,1-3,240048.97873345134,No,PyCharm,University
100626,2019,USA,high School,data scientist,Java,XGBoost,0-1,"$93,434",Yes,RStudio,YouTube
100627,2020,U.S.A.,high School,Machine Learning Engineer,JavaScript,TensorFlow,1-3,157083.30443141155,Y,JupyterLab,Udemy
100628,2017,IND,ph.d,Machine Learning Engineer,Java,LightGBM,3-5,"$214,564",No,Spyder,Books
100629,2018,BD,High school,Data Scientist,JS,Keras;None;PyTorch,4,"$118,489",N,JupyterLab,YouTube
100630,2020,DE,Bachelors,Business Analyst,PYTHON,None;PyTorch;XGBoost,12,129574.93458971202,Y,Spyder,Blogs
100631,2021,JP,MS,Machine Learning Engineer,SQL,PyTorch;TensorFlow;XGBoost,1-3,133246.66987963702,Y,JupyterLab,Kaggle
100632,2019,Germany,BS,Data Analyst,r,None;XGBoost;scikit-learn,3-5,61168.00271697436,Hybrid,JupyterLab,University
100633,2019,Brazil,High school,Researcher,Java,Keras;scikit-learn,1.5,92170.02456899603,Hybrid,Spyder,Udemy
100634,2017,United States,MS,Software Engineer,R,None;PyTorch;XGBoost,1.5,,No,PyCharm,Blogs
100635,2019,JP,Masters,Student,R,Keras;PyTorch;scikit-learn,5-10,13344.700577248419,N,Spyder,Books
100636,2019,AU,PhD,Machine Learning Engineer,r,LightGBM,7,,Hybrid,RStudio,Udemy
100637,2018,U.S.A.,Bachelors,Data Analyst,r,scikit-learn,4,"$57,630",N,RStudio,Kaggle
100638,2018,AU,MSc,Researcher,R,Keras,0-1,,No,VS Code,YouTube
100639,2019,United States,Bachelors,data scientist,r,Keras;PyTorch;TensorFlow,0-1,94051.17701273,No,VS Code,Udemy
100640,2017,United States,Master's,ML Engineer,SQL,Keras;None;PyTorch,0,146571.72521308355,Y,Notepad++,Books
100641,2019,US,,data scientist,PYTHON,scikit-learn,10+,69143.43715787683,Y,VS Code,YouTube
100642,2018,Nigeria,Bachelors,ML Engineer,r,None;PyTorch,0-1,93152.57772535353,Yes,Notepad++,Udemy
100643,2019,CAN,Doctorate,Researcher,R,LightGBM,0-1,89983.54200944869,No,RStudio,Blogs
100644,2017,USA,MS,Other,,PyTorch,1.5,31103.37044627149,Hybrid,JupyterLab,Udemy
100645,2021,JP,ph.d,Data Scientist,C#,XGBoost;scikit-learn,10+,"$109,162",Y,Notepad++,Kaggle
100646,2020,India,BA,Data Scientist,JS,TensorFlow,1-3,"$55,912",No,Notepad++,University
100647,2020,uk,High school,Data Analyst,r,XGBoost;scikit-learn,1.5,117198.01858816548,No,VS Code,Coursera
100648,2021,BR,Doctorate,Researcher,JavaScript,Keras;TensorFlow;scikit-learn,5-10,90165.6252810572,No,RStudio,Coursera
100649,2019,Australia,MSc,Software Engineer,JS,None;scikit-learn,0,160455.25696905126,No,Notepad++,YouTube
100650,2017,USA,Bachelors,Researcher,R,Keras,7,86264.21261255744,Hybrid,RStudio,Blogs
100651,2019,India,High school,Student,SQL,LightGBM;TensorFlow,10+,"$20,608",Yes,RStudio,Blogs
100652,2020,DE,MS,Machine Learning Engineer,C#,LightGBM,4,138400.46359466648,No,Spyder,Udemy
100653,2020,Brazil,BA,Software Engineer,Java,Keras;XGBoost,7,92114.03635303435,No,VS Code,YouTube
100654,2019,Bangladesh,Master's,Machine Learning Engineer,r,Keras;XGBoost,4,96644.39324275387,Yes,Notepad++,YouTube
100655,2017,CAN,ph.d,Data Analyst,Python,Keras;None;XGBoost,5-10,143377.50995895977,Hybrid,Notepad++,Coursera
100656,2018,Australia,MS,Student,R,LightGBM;PyTorch;XGBoost,7,8191.911549982362,No,Spyder,Kaggle
100657,2019,uk,Masters,Other,SQL,scikit-learn,1-3,59622.702964786804,N,Notepad++,Coursera
100658,2020,US,Some college,Data Analyst,PYTHON,None;TensorFlow;scikit-learn,1-3,39679.942073008555,Y,PyCharm,Coursera
100659,2020,US,MSc,Other,sql,LightGBM;PyTorch,7,80746.59765367914,N,Notepad++,YouTube
100660,2019,United Kingdom,High school,Software Engineer,R,LightGBM;XGBoost;scikit-learn,0-1,124815.81449191137,No,Notepad++,University
100661,2021,U.S.A.,Master's,Other,Python,Keras;PyTorch;XGBoost,0,84198.78528025252,Yes,Spyder,Kaggle
100662,2020,NG,High school,data scientist,r,TensorFlow;scikit-learn,7,55930.88873070248,Yes,VS Code,Blogs
100663,2018,IND,,Student,R,TensorFlow;XGBoost,5-10,"$18,892",N,Notepad++,Udemy
100664,2017,Brazil,ph.d,Business Analyst,sql,LightGBM;scikit-learn,12,171991.6411308873,Hybrid,Notepad++,University
100665,2018,AU,PhD,Student,python,TensorFlow,3-5,18262.28127380902,N,RStudio,YouTube
100666,2018,uk,PhD,Data Analyst,C#,Keras;PyTorch;XGBoost,0,72724.84905806095,N,JupyterLab,Books
100667,2018,Canada,Masters,Other,sql,LightGBM;None,0,,N,PyCharm,YouTube
100668,2018,Brazil,Bachelor's,Student,C#,LightGBM,10+,21922.633285830783,Hybrid,RStudio,University
100669,2018,CAN,High school,Data Scientist,r,XGBoost,0-1,123784.01005789317,N,PyCharm,Kaggle
100670,2018,United States,BS,ML Engineer,R,Keras;None,0-1,84399.35316930017,Hybrid,Spyder,YouTube
100671,2021,Brazil,MSc,Data Engineer,PYTHON,scikit-learn,0-1,"$83,847",Y,JupyterLab,Udemy
100672,2017,Bangladesh,BS,Software Engineer,JavaScript,Keras;None;TensorFlow,10+,"$156,082",Yes,Spyder,University
100673,2019,BR,Diploma/Other,ML Engineer,python,LightGBM,0,87630.79337152748,Y,PyCharm,University
100674,2019,AU,ph.d,Data Engineer,python,LightGBM;XGBoost,10+,88278.4842326312,Yes,Notepad++,Books
100675,2021,BR,Masters,data scientist,Python,None,0,39918.14555297793,Hybrid,RStudio,University
100676,2017,USA,Some college,ML Engineer,,None,12,101127.44985743995,Yes,Notepad++,Books
100677,2019,JP,Masters,Data Scientist,r,XGBoost,0-1,200549.5289291832,Hybrid,Spyder,YouTube
100678,2021,Bangladesh,BA,Business Analyst,R,TensorFlow;scikit-learn,1.5,,Y,Spyder,YouTube
100679,2021,NG,high School,ML Engineer,sql,Keras;PyTorch,3-5,157122.85119944805,No,JupyterLab,Coursera
100680,2021,Nigeria,MSc,Data Scientist,C#,Keras;PyTorch;scikit-learn,1.5,75122.46115039014,N,RStudio,Books
100681,2018,AU,Bachelors,Data Analyst,Java,PyTorch;TensorFlow;XGBoost,1.5,112813.74171491241,N,PyCharm,YouTube
100682,2018,Japan,ph.d,Business Analyst,R,TensorFlow,1-3,115292.28048212887,Hybrid,RStudio,Kaggle
100683,2020,Australia,Diploma/Other,Data Engineer,python,LightGBM;scikit-learn,1.5,207579.74409370168,Y,JupyterLab,Kaggle
100684,2021,India,BA,Software Engineer,JavaScript,LightGBM;scikit-learn,10+,132622.67687875222,No,JupyterLab,YouTube
100685,2020,DE,MSc,Data Analyst,,TensorFlow;scikit-learn,5-10,82591.7169847289,Hybrid,PyCharm,Books
100686,2020,U.S.A.,high School,Data Scientist,R,Keras;TensorFlow;XGBoost,0-1,112546.426068998,Hybrid,Notepad++,Books
100687,2018,USA,BS,Researcher,Java,Keras;TensorFlow;scikit-learn,7,900000,No,PyCharm,YouTube
100688,2021,NG,Doctorate,Machine Learning Engineer,C#,PyTorch;TensorFlow;XGBoost,0-1,163520.56315483042,Y,Spyder,Blogs
100689,2018,NG,High school,Machine Learning Engineer,PYTHON,Keras;TensorFlow;scikit-learn,12,163119.89683613848,Hybrid,VS Code,University
100690,2019,JP,High school,data scientist,sql,Keras;LightGBM,0,,Yes,VS Code,Kaggle
100691,2019,JP,Masters,ML Engineer,sql,XGBoost,1-3,114345.29850655168,Hybrid,RStudio,Books
100692,2019,Japan,MS,data scientist,PYTHON,PyTorch;TensorFlow;XGBoost,7,48705.25868490484,Yes,VS Code,Udemy
100693,2018,NG,BS,Software Engineer,Java,LightGBM;PyTorch,3-5,"$102,439",Yes,JupyterLab,Blogs
100694,2017,Canada,BA,Other,r,TensorFlow;XGBoost,10+,,Yes,Notepad++,Kaggle
100695,2020,CAN,Diploma/Other,Data Scientist,C#,Keras;LightGBM;TensorFlow,0,103792.94621113925,Y,Notepad++,Udemy
100696,2018,U.S.A.,ph.d,Student,C#,LightGBM,12,6511.324065564007,No,RStudio,Udemy
100697,2020,BR,Bachelors,Student,r,Keras;XGBoost,4,"$19,470",N,PyCharm,Udemy
100698,2018,JP,Bachelors,Data Engineer,C#,LightGBM;None;TensorFlow,10+,102509.26867134121,N,PyCharm,University
100699,2019,Bangladesh,PhD,Data Engineer,PYTHON,Keras,1-3,80150.89647147125,N,Spyder,Blogs
100700,2019,USA,Bachelors,Software Engineer,PYTHON,LightGBM,0-1,83520.99487481368,Hybrid,RStudio,University
100701,2017,UK,Master's,Other,r,None;TensorFlow;scikit-learn,3-5,45593.76327520148,No,VS Code,Books
100702,2019,Japan,MSc,Machine Learning Engineer,JavaScript,None;TensorFlow;XGBoost,12,96277.43707215943,No,PyCharm,Blogs
100703,2017,United States,BA,data scientist,Java,TensorFlow,7,55531.794864973745,N,RStudio,Blogs
100704,2017,JP,BA,Data Analyst,sql,None;PyTorch;TensorFlow,3-5,94021.67362856554,No,PyCharm,Coursera
100705,2021,Germany,Doctorate,Data Scientist,r,PyTorch;TensorFlow,5-10,181319.67939963308,No,VS Code,Udemy
100706,2019,DE,Some college,Data Engineer,Java,LightGBM,0,"$102,053",Y,PyCharm,University
100707,2021,CAN,Doctorate,Data Scientist,JavaScript,LightGBM,1.5,144049.7807201915,Hybrid,RStudio,YouTube
100708,2018,BR,MSc,Business Analyst,C#,LightGBM,0-1,58951.55096666649,N,VS Code,University
100709,2020,DE,Some college,Data Scientist,R,None;XGBoost,1.5,113947.84579870183,Yes,Spyder,University
100710,2021,NG,Doctorate,Other,Python,Keras;PyTorch;TensorFlow,1.5,42579.401822605105,Hybrid,JupyterLab,University
100711,2020,BD,Masters,Machine Learning Engineer,JavaScript,scikit-learn,7,1250000,No,RStudio,Books
