respondent_id,year,country_raw,education_raw,job_role_raw,primary_language_raw,ml_tools_raw,years_experience_raw,salary_usd_raw,remote_work_raw,preferred_ide_raw,learning_platform_raw,country,education,job_role,primary_language,remote_work,years_experience,salary_usd,ml_tools_list,ml_tool_count,country_le,education_le,job_role_le,primary_language_le,remote_work_le
100755,2021,Nigeria,Master's,Data Analyst,r,Keras;None,12,166584.6370322849,N,PyCharm,YouTube,Nigeria,Master's,Data Analyst,R,No,12.0,166584.6370322849,"['Keras', 'None']",2,7,3,1,4,1
100756,2020,USA,Masters,data scientist,SQL,XGBoost,1-3,"$66,219",Hybrid,Spyder,University,United States,Master's,Data Scientist,SQL,Hybrid,2.0,66219.0,['XGBoost'],1,9,3,3,5,0
100757,2019,CAN,MSc,Student,R,None;TensorFlow;XGBoost,3-5,16186.912394095601,Y,RStudio,Coursera,Canada,Master's,Student,R,Yes,4.0,16186.912394095601,"['None', 'TensorFlow', 'XGBoost']",3,3,3,8,4,2
100758,2021,uk,Bachelor's,Data Engineer,sql,None;PyTorch;XGBoost,0,50876.473886263324,N,Notepad++,Udemy,United Kingdom,Bachelor's,Data Engineer,SQL,No,0.0,50876.473886263324,"['None', 'PyTorch', 'XGBoost']",3,8,0,2,5,1
100759,2021,BD,PhD,Other,python,LightGBM,12,97680.71423278596,Y,VS Code,YouTube,Bangladesh,Doctorate,Other,Python,Yes,12.0,97680.71423278596,['LightGBM'],1,1,1,5,3,2
100760,2018,Japan,Master's,Software Engineer,C#,scikit-learn,4,161695.14582785268,No,JupyterLab,University,Japan,Master's,Software Engineer,C#,No,4.0,161695.14582785268,['scikit-learn'],1,6,3,7,0,1
100761,2018,U.S.A.,MSc,data scientist,JS,,12,61265.12028763207,Y,JupyterLab,University,United States,Master's,Data Scientist,JavaScript,Yes,12.0,61265.12028763207,[],0,9,3,3,2,2
100762,2018,JP,PhD,Data Scientist,python,None;TensorFlow;XGBoost,0-1,84109.62619156552,No,Notepad++,Udemy,Japan,Doctorate,Data Scientist,Python,No,0.5,84109.62619156552,"['None', 'TensorFlow', 'XGBoost']",3,6,1,3,3,1
100763,2020,DE,MS,Machine Learning Engineer,sql,None;PyTorch;XGBoost,5-10,109128.49031253683,No,Notepad++,Kaggle,Germany,Master's,ML Engineer,SQL,No,7.5,109128.49031253683,"['None', 'PyTorch', 'XGBoost']",3,4,3,4,5,1
100764,2017,UK,MSc,Other,r,PyTorch,0,"$75,219",Yes,Spyder,Coursera,United Kingdom,Master's,Other,R,Yes,0.0,75219.0,['PyTorch'],1,8,3,5,4,2
100765,2020,Japan,MS,Student,PYTHON,Keras;None;scikit-learn,0,10210.172610508462,N,VS Code,Coursera,Japan,Master's,Student,Python,No,0.0,10210.172610508462,"['Keras', 'None', 'scikit-learn']",3,6,3,8,3,1
100766,2021,AU,MS,Software Engineer,python,Keras;None;scikit-learn,5-10,107412.05091227085,Y,Notepad++,YouTube,Australia,Master's,Software Engineer,Python,Yes,7.5,107412.05091227085,"['Keras', 'None', 'scikit-learn']",3,0,3,7,3,2
100767,2021,CAN,PhD,Software Engineer,sql,None;PyTorch,1.5,190493.8327304991,N,PyCharm,Blogs,Canada,Doctorate,Software Engineer,SQL,No,1.5,190493.8327304991,"['None', 'PyTorch']",2,3,1,7,5,1
100768,2019,BD,Master's,Data Analyst,R,XGBoost,1.5,"$45,104",Hybrid,RStudio,Udemy,Bangladesh,Master's,Data Analyst,R,Hybrid,1.5,45104.0,['XGBoost'],1,1,3,1,4,0
100769,2021,UK,Some college,Other,PYTHON,TensorFlow;scikit-learn,1-3,49996.20855707704,Yes,PyCharm,Blogs,United Kingdom,Some College,Other,Python,Yes,2.0,49996.20855707704,"['TensorFlow', 'scikit-learn']",2,8,5,5,3,2
100770,2017,Nigeria,PhD,Student,PYTHON,scikit-learn,3-5,19184.89023837601,Y,RStudio,Books,Nigeria,Doctorate,Student,Python,Yes,4.0,19184.89023837601,['scikit-learn'],1,7,1,8,3,2
100771,2021,AU,MSc,Student,JavaScript,TensorFlow,4,12470.431760827654,N,RStudio,YouTube,Australia,Master's,Student,JavaScript,No,4.0,12470.431760827654,['TensorFlow'],1,0,3,8,2,1
100772,2017,DE,Masters,Software Engineer,R,TensorFlow,1.5,123812.06483503999,N,VS Code,YouTube,Germany,Master's,Software Engineer,R,No,1.5,123812.06483503999,['TensorFlow'],1,4,3,7,4,1
100773,2019,Nigeria,Some college,ML Engineer,C#,Keras;PyTorch;XGBoost,12,97534.62538347964,Hybrid,VS Code,Coursera,Nigeria,Some College,ML Engineer,C#,Hybrid,12.0,97534.62538347964,"['Keras', 'PyTorch', 'XGBoost']",3,7,5,4,0,0
100774,2021,BR,Master's,Software Engineer,python,XGBoost,4,246481.69136831228,Yes,PyCharm,Blogs,Brazil,Master's,Software Engineer,Python,Yes,4.0,246481.69136831228,['XGBoost'],1,2,3,7,3,2
100775,2018,NG,Some college,Machine Learning Engineer,Java,XGBoost,1-3,116133.57550578257,N,Spyder,Coursera,Nigeria,Some College,ML Engineer,Java,No,2.0,116133.57550578257,['XGBoost'],1,7,5,4,1,1
100776,2018,IND,Master's,Other,JS,LightGBM;XGBoost;scikit-learn,12,62377.748364813386,Hybrid,Spyder,Coursera,India,Master's,Other,JavaScript,Hybrid,12.0,62377.748364813386,"['LightGBM', 'XGBoost', 'scikit-learn']",3,5,3,5,2,0
100777,2020,uk,MS,Data Scientist,Java,None;PyTorch;XGBoost,12,120707.95465930394,Hybrid,RStudio,Kaggle,United Kingdom,Master's,Data Scientist,Java,Hybrid,12.0,120707.95465930394,"['None', 'PyTorch', 'XGBoost']",3,8,3,3,1,0
100778,2020,UK,BS,Data Analyst,Python,Keras;LightGBM;XGBoost,12,45988.46201677463,Hybrid,VS Code,Blogs,United Kingdom,Bachelor's,Data Analyst,Python,Hybrid,12.0,45988.46201677463,"['Keras', 'LightGBM', 'XGBoost']",3,8,0,1,3,0
100779,2020,Nigeria,MSc,Data Analyst,JavaScript,scikit-learn,10+,105635.12244279869,N,VS Code,Kaggle,Nigeria,Master's,Data Analyst,JavaScript,No,12.0,105635.12244279869,['scikit-learn'],1,7,3,1,2,1
100780,2020,Nigeria,high School,Data Analyst,C#,scikit-learn,10+,"$55,634",Hybrid,PyCharm,YouTube,Nigeria,High School or Less,Data Analyst,C#,Hybrid,12.0,55634.0,['scikit-learn'],1,7,2,1,0,0
100781,2020,United Kingdom,BS,Machine Learning Engineer,Python,LightGBM;scikit-learn,12,"$209,692",No,Spyder,Blogs,United Kingdom,Bachelor's,ML Engineer,Python,No,12.0,209692.0,"['LightGBM', 'scikit-learn']",2,8,0,4,3,1
100782,2018,Bangladesh,PhD,Researcher,SQL,None;TensorFlow,10+,85874.66302307835,No,RStudio,Udemy,Bangladesh,Doctorate,Researcher,SQL,No,12.0,85874.66302307835,"['None', 'TensorFlow']",2,1,1,6,5,1
100783,2019,NG,Some college,Data Scientist,SQL,TensorFlow;scikit-learn,12,99217.8624697179,No,RStudio,Books,Nigeria,Some College,Data Scientist,SQL,No,12.0,99217.8624697179,"['TensorFlow', 'scikit-learn']",2,7,5,3,5,1
100784,2018,Germany,Doctorate,Student,R,LightGBM,4,11516.124835820947,No,PyCharm,YouTube,Germany,Doctorate,Student,R,No,4.0,11516.124835820947,['LightGBM'],1,4,1,8,4,1
100785,2021,Canada,High school,Other,r,LightGBM;None;scikit-learn,3-5,71134.69562283924,Y,RStudio,University,Canada,High School or Less,Other,R,Yes,4.0,71134.69562283924,"['LightGBM', 'None', 'scikit-learn']",3,3,2,5,4,2
100786,2020,UK,Master's,Business Analyst,R,LightGBM;PyTorch,1.5,110492.06922488478,Y,JupyterLab,Udemy,United Kingdom,Master's,Business Analyst,R,Yes,1.5,110492.06922488478,"['LightGBM', 'PyTorch']",2,8,3,0,4,2
100787,2019,NG,Some college,Student,Python,Keras;LightGBM;PyTorch,0,15114.634784844728,N,Notepad++,Coursera,Nigeria,Some College,Student,Python,No,0.0,15114.634784844728,"['Keras', 'LightGBM', 'PyTorch']",3,7,5,8,3,1
100788,2019,USA,Diploma/Other,Business Analyst,JS,Keras,1.5,149142.27867541127,N,Notepad++,Books,United States,Other,Business Analyst,JavaScript,No,1.5,149142.27867541127,['Keras'],1,9,4,0,2,1
100789,2021,United Kingdom,BA,Machine Learning Engineer,r,None,1-3,147275.98218985266,Hybrid,Notepad++,YouTube,United Kingdom,Bachelor's,ML Engineer,R,Hybrid,2.0,147275.98218985266,[],0,8,0,4,4,0
100790,2018,CAN,Master's,Other,R,LightGBM;None;XGBoost,5-10,"$103,169",N,JupyterLab,Blogs,Canada,Master's,Other,R,No,7.5,103169.0,"['LightGBM', 'None', 'XGBoost']",3,3,3,5,4,1
100791,2020,AU,Bachelors,Software Engineer,C#,LightGBM;None;scikit-learn,1-3,123045.74146545885,Yes,RStudio,Coursera,Australia,Bachelor's,Software Engineer,C#,Yes,2.0,123045.74146545885,"['LightGBM', 'None', 'scikit-learn']",3,0,0,7,0,2
100792,2019,NG,high School,Other,Java,Keras;None;TensorFlow,10+,,No,VS Code,Coursera,Nigeria,High School or Less,Other,Java,No,12.0,60218.03317666554,"['Keras', 'None', 'TensorFlow']",3,7,2,5,1,1
100793,2020,Japan,high School,Data Scientist,JavaScript,LightGBM;TensorFlow,12,1150000,Yes,Notepad++,Coursera,Japan,High School or Less,Data Scientist,JavaScript,Yes,12.0,700999.9999999991,"['LightGBM', 'TensorFlow']",2,6,2,3,2,2
100794,2017,U.S.A.,Some college,Data Engineer,PYTHON,LightGBM;PyTorch;XGBoost,3-5,"$143,930",Yes,Notepad++,Udemy,United States,Some College,Data Engineer,Python,Yes,4.0,143930.0,"['LightGBM', 'PyTorch', 'XGBoost']",3,9,5,2,3,2
100795,2021,United Kingdom,BS,Researcher,JS,LightGBM;scikit-learn,4,158311.2739026626,Hybrid,RStudio,Blogs,United Kingdom,Bachelor's,Researcher,JavaScript,Hybrid,4.0,158311.2739026626,"['LightGBM', 'scikit-learn']",2,8,0,6,2,0
100796,2021,Australia,Doctorate,Software Engineer,r,,1-3,111928.63521527853,Hybrid,VS Code,University,Australia,Doctorate,Software Engineer,R,Hybrid,2.0,111928.63521527853,[],0,0,1,7,4,0
100797,2020,CAN,BA,Data Scientist,r,None,10+,163004.46765329805,No,RStudio,Coursera,Canada,Bachelor's,Data Scientist,R,No,12.0,163004.46765329805,[],0,3,0,3,4,1
100798,2020,Nigeria,Diploma/Other,ML Engineer,JavaScript,PyTorch,3-5,75100.92806794743,Y,VS Code,Udemy,Nigeria,Other,ML Engineer,JavaScript,Yes,4.0,75100.92806794743,['PyTorch'],1,7,4,4,2,2
100799,2021,Brazil,Doctorate,Student,R,XGBoost,1-3,23064.412172953915,Y,Notepad++,Kaggle,Brazil,Doctorate,Student,R,Yes,2.0,23064.412172953915,['XGBoost'],1,2,1,8,4,2
100800,2020,USA,High school,data scientist,python,Keras;LightGBM;XGBoost,4,"$69,595",Yes,RStudio,Udemy,United States,High School or Less,Data Scientist,Python,Yes,4.0,69595.0,"['Keras', 'LightGBM', 'XGBoost']",3,9,2,3,3,2
100801,2018,JP,PhD,Data Scientist,Python,LightGBM;PyTorch,10+,"$146,071",No,Notepad++,Kaggle,Japan,Doctorate,Data Scientist,Python,No,12.0,146071.0,"['LightGBM', 'PyTorch']",2,6,1,3,3,1
100802,2020,CAN,MSc,Data Scientist,C#,LightGBM;PyTorch,4,154064.6151528062,Y,RStudio,Books,Canada,Master's,Data Scientist,C#,Yes,4.0,154064.6151528062,"['LightGBM', 'PyTorch']",2,3,3,3,0,2
100803,2020,U.S.A.,MS,ML Engineer,Python,LightGBM;PyTorch,4,95886.00931116912,Yes,Spyder,YouTube,United States,Master's,ML Engineer,Python,Yes,4.0,95886.00931116912,"['LightGBM', 'PyTorch']",2,9,3,4,3,2
100804,2019,Canada,BA,Other,r,LightGBM;PyTorch;scikit-learn,0,33373.601243579404,N,JupyterLab,Coursera,Canada,Bachelor's,Other,R,No,0.0,33373.601243579404,"['LightGBM', 'PyTorch', 'scikit-learn']",3,3,0,5,4,1
100805,2020,DE,Doctorate,Machine Learning Engineer,JS,None;TensorFlow,7,129834.18067168214,Yes,RStudio,Blogs,Germany,Doctorate,ML Engineer,JavaScript,Yes,7.0,129834.18067168214,"['None', 'TensorFlow']",2,4,1,4,2,2
100806,2021,India,BS,Student,python,LightGBM;None,0,31046.782653228867,Y,VS Code,Blogs,India,Bachelor's,Student,Python,Yes,0.0,31046.782653228867,"['LightGBM', 'None']",2,5,0,8,3,2
100807,2021,DE,ph.d,ML Engineer,PYTHON,scikit-learn,5-10,136228.79042062836,Yes,Notepad++,YouTube,Germany,Doctorate,ML Engineer,Python,Yes,7.5,136228.79042062836,['scikit-learn'],1,4,1,4,3,2
100808,2019,IND,Master's,Student,python,Keras;None;XGBoost,4,"$9,591",N,RStudio,Coursera,India,Master's,Student,Python,No,4.0,9591.0,"['Keras', 'None', 'XGBoost']",3,5,3,8,3,1
100809,2017,US,,Data Scientist,SQL,LightGBM;None;scikit-learn,1.5,"$149,273",Yes,PyCharm,Books,United States,Unknown,Data Scientist,SQL,Yes,1.5,149273.0,"['LightGBM', 'None', 'scikit-learn']",3,9,6,3,5,2
100810,2021,JP,PhD,Business Analyst,Java,LightGBM;XGBoost,3-5,94042.94343107256,N,PyCharm,Coursera,Japan,Doctorate,Business Analyst,Java,No,4.0,94042.94343107256,"['LightGBM', 'XGBoost']",2,6,1,0,1,1
100811,2021,US,ph.d,Data Analyst,Java,LightGBM;PyTorch;scikit-learn,12,78840.71766482311,Yes,PyCharm,Blogs,United States,Doctorate,Data Analyst,Java,Yes,12.0,78840.71766482311,"['LightGBM', 'PyTorch', 'scikit-learn']",3,9,1,1,1,2
100812,2017,JP,Bachelors,Data Scientist,PYTHON,Keras;LightGBM;scikit-learn,1-3,116140.69473049753,Y,Spyder,Udemy,Japan,Bachelor's,Data Scientist,Python,Yes,2.0,116140.69473049753,"['Keras', 'LightGBM', 'scikit-learn']",3,6,0,3,3,2
100813,2021,BR,high School,data scientist,python,PyTorch;XGBoost,12,50902.31950414021,No,VS Code,Books,Brazil,High School or Less,Data Scientist,Python,No,12.0,50902.31950414021,"['PyTorch', 'XGBoost']",2,2,2,3,3,1
100814,2021,India,Masters,Software Engineer,JS,PyTorch,0,108159.98906407018,Yes,Notepad++,YouTube,India,Master's,Software Engineer,JavaScript,Yes,0.0,108159.98906407018,['PyTorch'],1,5,3,7,2,2
100815,2019,Brazil,Bachelors,Software Engineer,R,None,0-1,119245.47379224464,N,PyCharm,Kaggle,Brazil,Bachelor's,Software Engineer,R,No,0.5,119245.47379224464,[],0,2,0,7,4,1
100816,2020,U.S.A.,high School,Machine Learning Engineer,PYTHON,None;PyTorch,3-5,105786.94818797686,Hybrid,Spyder,Udemy,United States,High School or Less,ML Engineer,Python,Hybrid,4.0,105786.94818797686,"['None', 'PyTorch']",2,9,2,4,3,0
100817,2019,DE,Bachelor's,Data Engineer,Python,TensorFlow;scikit-learn,12,"$209,127",Y,PyCharm,Coursera,Germany,Bachelor's,Data Engineer,Python,Yes,12.0,209127.0,"['TensorFlow', 'scikit-learn']",2,4,0,2,3,2
100818,2017,Nigeria,high School,Data Scientist,Python,TensorFlow,1-3,126321.9211590064,N,JupyterLab,University,Nigeria,High School or Less,Data Scientist,Python,No,2.0,126321.9211590064,['TensorFlow'],1,7,2,3,3,1
100819,2019,AU,Doctorate,Researcher,PYTHON,TensorFlow,3-5,67481.04366052791,Hybrid,Spyder,University,Australia,Doctorate,Researcher,Python,Hybrid,4.0,67481.04366052791,['TensorFlow'],1,0,1,6,3,0
100820,2021,Germany,Bachelor's,Data Analyst,JavaScript,LightGBM;scikit-learn,12,53191.764306530764,No,Notepad++,University,Germany,Bachelor's,Data Analyst,JavaScript,No,12.0,53191.764306530764,"['LightGBM', 'scikit-learn']",2,4,0,1,2,1
100821,2017,Japan,high School,Other,r,Keras;PyTorch,0-1,73850.63986440659,N,PyCharm,Udemy,Japan,High School or Less,Other,R,No,0.5,73850.63986440659,"['Keras', 'PyTorch']",2,6,2,5,4,1
100822,2019,USA,MS,data scientist,JavaScript,Keras;XGBoost,7,92516.47832739534,No,RStudio,Books,United States,Master's,Data Scientist,JavaScript,No,7.0,92516.47832739534,"['Keras', 'XGBoost']",2,9,3,3,2,1
100823,2019,JP,PhD,ML Engineer,r,TensorFlow;scikit-learn,1-3,,No,Notepad++,Books,Japan,Doctorate,ML Engineer,R,No,2.0,127994.21227948472,"['TensorFlow', 'scikit-learn']",2,6,1,4,4,1
100824,2019,Nigeria,Master's,Data Analyst,PYTHON,LightGBM;None;scikit-learn,0,,Hybrid,PyCharm,University,Nigeria,Master's,Data Analyst,Python,Hybrid,0.0,87259.40781930309,"['LightGBM', 'None', 'scikit-learn']",3,7,3,1,3,0
100825,2021,United Kingdom,BA,Data Engineer,Java,LightGBM;None;scikit-learn,7,63604.61680806025,No,PyCharm,Books,United Kingdom,Bachelor's,Data Engineer,Java,No,7.0,63604.61680806025,"['LightGBM', 'None', 'scikit-learn']",3,8,0,2,1,1
100826,2019,United States,Master's,Business Analyst,python,TensorFlow;scikit-learn,4,62445.54109082338,N,Spyder,Kaggle,United States,Master's,Business Analyst,Python,No,4.0,62445.54109082338,"['TensorFlow', 'scikit-learn']",2,9,3,0,3,1
100827,2019,Germany,Bachelor's,Other,SQL,Keras;TensorFlow;scikit-learn,5-10,"$68,721",Yes,PyCharm,Blogs,Germany,Bachelor's,Other,SQL,Yes,7.5,68721.0,"['Keras', 'TensorFlow', 'scikit-learn']",3,4,0,5,5,2
100828,2020,Germany,Some college,ML Engineer,sql,TensorFlow;scikit-learn,4,"$111,557",N,RStudio,Coursera,Germany,Some College,ML Engineer,SQL,No,4.0,111557.0,"['TensorFlow', 'scikit-learn']",2,4,5,4,5,1
100829,2019,Germany,Bachelors,ML Engineer,JavaScript,PyTorch,3-5,88495.53286958985,Y,JupyterLab,Udemy,Germany,Bachelor's,ML Engineer,JavaScript,Yes,4.0,88495.53286958985,['PyTorch'],1,4,0,4,2,2
100830,2018,DE,ph.d,ML Engineer,JS,Keras;None,5-10,88223.7535842554,Hybrid,PyCharm,Coursera,Germany,Doctorate,ML Engineer,JavaScript,Hybrid,7.5,88223.7535842554,"['Keras', 'None']",2,4,1,4,2,0
100831,2019,AU,MSc,Data Scientist,r,TensorFlow,1-3,"$145,236",Y,RStudio,University,Australia,Master's,Data Scientist,R,Yes,2.0,145236.0,['TensorFlow'],1,0,3,3,4,2
100832,2018,BD,Doctorate,Software Engineer,R,Keras,12,105676.71403325335,No,Notepad++,YouTube,Bangladesh,Doctorate,Software Engineer,R,No,12.0,105676.71403325335,['Keras'],1,1,1,7,4,1
100833,2018,BD,MSc,Business Analyst,R,PyTorch;scikit-learn,7,87538.98984807733,Y,PyCharm,YouTube,Bangladesh,Master's,Business Analyst,R,Yes,7.0,87538.98984807733,"['PyTorch', 'scikit-learn']",2,1,3,0,4,2
100834,2019,Nigeria,Some college,Researcher,r,LightGBM;PyTorch;scikit-learn,5-10,63985.100727865945,No,JupyterLab,University,Nigeria,Some College,Researcher,R,No,7.5,63985.100727865945,"['LightGBM', 'PyTorch', 'scikit-learn']",3,7,5,6,4,1
100835,2019,BR,Bachelor's,Data Engineer,PYTHON,XGBoost,0-1,111829.44543200229,Y,VS Code,Coursera,Brazil,Bachelor's,Data Engineer,Python,Yes,0.5,111829.44543200229,['XGBoost'],1,2,0,2,3,2
100836,2021,Nigeria,ph.d,Business Analyst,Python,PyTorch,7,"$107,605",Y,RStudio,Books,Nigeria,Doctorate,Business Analyst,Python,Yes,7.0,107605.0,['PyTorch'],1,7,1,0,3,2
100837,2019,AU,Some college,data scientist,Java,PyTorch,5-10,57722.7516917398,Yes,Spyder,Books,Australia,Some College,Data Scientist,Java,Yes,7.5,57722.7516917398,['PyTorch'],1,0,5,3,1,2
100838,2020,United States,ph.d,Student,R,TensorFlow,0,19350.436752096757,Hybrid,PyCharm,Blogs,United States,Doctorate,Student,R,Hybrid,0.0,19350.436752096757,['TensorFlow'],1,9,1,8,4,0
100839,2020,U.S.A.,High school,Researcher,JS,Keras;TensorFlow,4,121017.62019876584,N,Notepad++,YouTube,United States,High School or Less,Researcher,JavaScript,No,4.0,121017.62019876584,"['Keras', 'TensorFlow']",2,9,2,6,2,1
100840,2017,United States,Master's,Researcher,PYTHON,LightGBM;None,1.5,82275.1218546767,No,JupyterLab,Blogs,United States,Master's,Researcher,Python,No,1.5,82275.1218546767,"['LightGBM', 'None']",2,9,3,6,3,1
100841,2020,DE,ph.d,Other,Python,LightGBM;None;scikit-learn,1.5,"$37,576",Hybrid,Spyder,Coursera,Germany,Doctorate,Other,Python,Hybrid,1.5,37576.0,"['LightGBM', 'None', 'scikit-learn']",3,4,1,5,3,0
100842,2018,UK,Masters,Machine Learning Engineer,JavaScript,None;XGBoost,5-10,"$71,648",Yes,Spyder,Kaggle,United Kingdom,Master's,ML Engineer,JavaScript,Yes,7.5,71648.0,"['None', 'XGBoost']",2,8,3,4,2,2
100843,2021,US,MS,Other,SQL,None;PyTorch;scikit-learn,0,47546.90407773206,Y,Spyder,Coursera,United States,Master's,Other,SQL,Yes,0.0,47546.90407773206,"['None', 'PyTorch', 'scikit-learn']",3,9,3,5,5,2
100844,2018,Canada,BA,Data Analyst,JS,LightGBM;XGBoost;scikit-learn,7,204722.69443836185,No,PyCharm,Kaggle,Canada,Bachelor's,Data Analyst,JavaScript,No,7.0,204722.69443836185,"['LightGBM', 'XGBoost', 'scikit-learn']",3,3,0,1,2,1
100845,2019,IND,MS,data scientist,JS,PyTorch,12,"$92,852",No,Notepad++,Books,India,Master's,Data Scientist,JavaScript,No,12.0,92852.0,['PyTorch'],1,5,3,3,2,1
100846,2017,IND,BA,Software Engineer,r,XGBoost,1.5,87995.43276688196,Hybrid,VS Code,Coursera,India,Bachelor's,Software Engineer,R,Hybrid,1.5,87995.43276688196,['XGBoost'],1,5,0,7,4,0
100847,2021,Canada,BA,Researcher,Java,None;XGBoost;scikit-learn,4,"$101,556",N,Notepad++,Books,Canada,Bachelor's,Researcher,Java,No,4.0,101556.0,"['None', 'XGBoost', 'scikit-learn']",3,3,0,6,1,1
100848,2019,Brazil,Diploma/Other,Machine Learning Engineer,Java,Keras;XGBoost;scikit-learn,5-10,"$100,311",Y,VS Code,Coursera,Brazil,Other,ML Engineer,Java,Yes,7.5,100311.0,"['Keras', 'XGBoost', 'scikit-learn']",3,2,4,4,1,2
100849,2020,CAN,Diploma/Other,Data Analyst,r,None;scikit-learn,3-5,31998.211644593397,Hybrid,VS Code,Blogs,Canada,Other,Data Analyst,R,Hybrid,4.0,31998.211644593397,"['None', 'scikit-learn']",2,3,4,1,4,0
100850,2017,Bangladesh,Master's,Data Analyst,R,LightGBM;XGBoost;scikit-learn,10+,61185.53551769945,Y,Notepad++,YouTube,Bangladesh,Master's,Data Analyst,R,Yes,12.0,61185.53551769945,"['LightGBM', 'XGBoost', 'scikit-learn']",3,1,3,1,4,2
100851,2020,Bangladesh,Master's,Software Engineer,sql,PyTorch,0-1,93600.6097717718,Hybrid,PyCharm,Coursera,Bangladesh,Master's,Software Engineer,SQL,Hybrid,0.5,93600.6097717718,['PyTorch'],1,1,3,7,5,0
100852,2018,United States,Some college,ML Engineer,C#,Keras;LightGBM;PyTorch,12,196508.20389566163,Hybrid,Notepad++,Blogs,United States,Some College,ML Engineer,C#,Hybrid,12.0,196508.20389566163,"['Keras', 'LightGBM', 'PyTorch']",3,9,5,4,0,0
100853,2021,uk,Master's,Data Engineer,JS,LightGBM,7,99492.74730364507,N,RStudio,University,United Kingdom,Master's,Data Engineer,JavaScript,No,7.0,99492.74730364507,['LightGBM'],1,8,3,2,2,1
100854,2018,UK,MSc,Data Analyst,r,TensorFlow,10+,99150.36490936934,No,RStudio,Kaggle,United Kingdom,Master's,Data Analyst,R,No,12.0,99150.36490936934,['TensorFlow'],1,8,3,1,4,1
100855,2018,UK,Doctorate,Data Scientist,PYTHON,Keras;None;PyTorch,3-5,"$131,610",N,PyCharm,Blogs,United Kingdom,Doctorate,Data Scientist,Python,No,4.0,131610.0,"['Keras', 'None', 'PyTorch']",3,8,1,3,3,1
100856,2017,Brazil,,Data Analyst,PYTHON,LightGBM;None,3-5,"$45,591",No,PyCharm,Coursera,Brazil,Unknown,Data Analyst,Python,No,4.0,45591.0,"['LightGBM', 'None']",2,2,6,1,3,1
100857,2019,US,BA,Data Engineer,PYTHON,Keras;PyTorch,0,103570.16740646439,No,PyCharm,YouTube,United States,Bachelor's,Data Engineer,Python,No,0.0,103570.16740646439,"['Keras', 'PyTorch']",2,9,0,2,3,1
100858,2020,AU,High school,Other,SQL,Keras;None;TensorFlow,4,87114.75369471569,N,PyCharm,YouTube,Australia,High School or Less,Other,SQL,No,4.0,87114.75369471569,"['Keras', 'None', 'TensorFlow']",3,0,2,5,5,1
100859,2017,UK,high School,Data Scientist,sql,PyTorch;TensorFlow,4,105068.88659998243,Hybrid,PyCharm,Coursera,United Kingdom,High School or Less,Data Scientist,SQL,Hybrid,4.0,105068.88659998243,"['PyTorch', 'TensorFlow']",2,8,2,3,5,0
100860,2021,Brazil,MS,Software Engineer,JS,LightGBM,10+,76476.66477508478,Y,JupyterLab,Books,Brazil,Master's,Software Engineer,JavaScript,Yes,12.0,76476.66477508478,['LightGBM'],1,2,3,7,2,2
100861,2019,BR,PhD,Data Analyst,JavaScript,Keras;LightGBM;PyTorch,1-3,"$125,760",Y,VS Code,Udemy,Brazil,Doctorate,Data Analyst,JavaScript,Yes,2.0,125760.0,"['Keras', 'LightGBM', 'PyTorch']",3,2,1,1,2,2
100862,2019,Australia,MS,data scientist,r,PyTorch;scikit-learn,12,"$103,584",No,RStudio,Kaggle,Australia,Master's,Data Scientist,R,No,12.0,103584.0,"['PyTorch', 'scikit-learn']",2,0,3,3,4,1
100863,2019,U.S.A.,BA,Data Scientist,JavaScript,LightGBM,5-10,126976.3355893042,N,Spyder,Udemy,United States,Bachelor's,Data Scientist,JavaScript,No,7.5,126976.3355893042,['LightGBM'],1,9,0,3,2,1
100864,2019,United Kingdom,Bachelor's,Data Scientist,python,XGBoost,4,"$90,463",Yes,Spyder,University,United Kingdom,Bachelor's,Data Scientist,Python,Yes,4.0,90463.0,['XGBoost'],1,8,0,3,3,2
100865,2020,India,Master's,Software Engineer,JavaScript,None;XGBoost;scikit-learn,0,146581.9703962556,Y,PyCharm,Blogs,India,Master's,Software Engineer,JavaScript,Yes,0.0,146581.9703962556,"['None', 'XGBoost', 'scikit-learn']",3,5,3,7,2,2
100866,2018,Germany,BA,Student,SQL,Keras;LightGBM;scikit-learn,0,"$11,731",Hybrid,RStudio,Books,Germany,Bachelor's,Student,SQL,Hybrid,0.0,11731.0,"['Keras', 'LightGBM', 'scikit-learn']",3,4,0,8,5,0
100867,2018,Brazil,high School,ML Engineer,Java,LightGBM,1.5,"$111,979",Y,JupyterLab,Udemy,Brazil,High School or Less,ML Engineer,Java,Yes,1.5,111979.0,['LightGBM'],1,2,2,4,1,2
100868,2021,Germany,ph.d,Student,PYTHON,None;XGBoost,12,13611.87641080199,Yes,PyCharm,Udemy,Germany,Doctorate,Student,Python,Yes,12.0,13611.87641080199,"['None', 'XGBoost']",2,4,1,8,3,2
100869,2021,UK,Master's,Business Analyst,SQL,scikit-learn,12,54768.84180651073,Y,VS Code,Coursera,United Kingdom,Master's,Business Analyst,SQL,Yes,12.0,54768.84180651073,['scikit-learn'],1,8,3,0,5,2
