CustomerID,Recency,Frequency,Monetary,Country,R_Score,F_Score,M_Score,Segment
10951,131,6,652.49,Netherlands,2,3,4,At Risk
10952,234,7,429.03999999999996,United Kingdom,1,4,2,Can't Lose Them
10953,221,3,224.0,Germany,1,1,1,Lost
10954,91,7,582.93,United Kingdom,4,4,3,Loyal Customers
10955,59,8,893.85,United Kingdom,5,5,5,Champions
10956,164,7,636.47,United Kingdom,1,4,4,Can't Lose Them
10957,224,6,432.46000000000004,Belgium,1,3,2,At Risk
10958,44,7,548.87,United Kingdom,5,4,3,Loyal Customers
10959,112,9,1231.25,United Kingdom,3,5,5,Needs Attention
10960,52,8,1118.61,United Kingdom,5,5,5,Champions
10961,147,8,770.76,United Kingdom,2,5,4,Can't Lose Them
10962,109,4,320.68,United Kingdom,3,2,2,Needs Attention
10963,100,6,219.84,United Kingdom,3,3,1,Needs Attention
10964,113,4,237.26999999999998,United Kingdom,3,2,1,Needs Attention
10965,158,2,46.76,United Kingdom,2,1,1,Hibernating
10966,11,8,584.33,Norway,5,5,3,Loyal Customers
10967,96,9,893.37,United Kingdom,4,5,5,Champions
10968,108,2,140.76,United Kingdom,3,1,1,Others
10969,72,10,769.25,United Kingdom,4,5,4,Champions
10970,97,9,740.67,United Kingdom,4,5,4,Champions
10971,169,7,607.87,United Kingdom,1,4,3,Can't Lose Them
10972,121,5,366.69000000000005,United Kingdom,3,2,2,Needs Attention
10973,75,8,1027.28,United Kingdom,4,5,5,Champions
10974,73,7,544.75,United Kingdom,4,4,3,Loyal Customers
10975,79,7,795.51,United Kingdom,4,4,4,Champions
10976,124,6,380.38,Germany,3,3,2,Needs Attention
10977,187,1,53.25,Australia,1,1,1,Lost
10978,100,7,511.46,USA,3,4,3,Needs Attention
10979,136,7,713.47,United Kingdom,2,4,4,Can't Lose Them
10980,205,3,458.05,United Kingdom,1,1,2,Lost
10981,108,7,667.42,Norway,3,4,4,Needs Attention
10982,143,6,423.68,United Kingdom,2,3,2,At Risk
10983,273,3,220.92000000000002,France,1,1,1,Lost
10984,92,6,593.01,Norway,4,3,3,Loyal Customers
10985,174,8,1052.08,Switzerland,1,5,5,Can't Lose Them
10986,109,5,372.48,United Kingdom,3,2,2,Needs Attention
10987,84,4,272.07,Germany,4,2,1,Others
10988,138,7,397.54,United Kingdom,2,4,2,Can't Lose Them
10989,144,6,527.55,United Kingdom,2,3,3,At Risk
10990,148,4,350.32000000000005,United Kingdom,2,2,2,Hibernating
10991,234,3,488.37,Germany,1,1,3,Lost
10992,179,2,219.31,Ireland,1,1,1,Lost
10993,173,7,657.29,United Kingdom,1,4,4,Can't Lose Them
10994,199,4,440.9,Portugal,1,2,2,Hibernating
10995,153,6,725.87,Canada,2,3,4,At Risk
10996,135,6,560.05,United Kingdom,2,3,3,At Risk
10997,145,3,304.05,Switzerland,2,1,1,Hibernating
10998,112,5,288.66,Switzerland,3,2,1,Needs Attention
10999,105,4,191.89,Netherlands,3,2,1,Needs Attention
11000,110,6,724.51,Norway,3,3,4,Needs Attention
11001,130,6,347.52000000000004,Austria,2,3,2,At Risk
11002,149,6,719.04,United Kingdom,2,3,4,At Risk
11003,129,3,157.76,Netherlands,2,1,1,Hibernating
11004,75,9,794.6,United Kingdom,4,5,4,Champions
11005,54,5,414.25,Germany,5,2,2,Potential Loyalists
11006,152,7,677.9,Germany,2,4,4,Can't Lose Them
11007,88,6,411.15,United Kingdom,4,3,2,Loyal Customers
11008,243,1,45.61,United Kingdom,1,1,1,Lost
11009,74,4,335.59,Sweden,4,2,2,Potential Loyalists
11010,84,6,734.66,United Kingdom,4,3,4,Loyal Customers
11011,128,5,404.9,United Kingdom,3,2,2,Needs Attention
11012,1,1,246.52,Italy,5,1,1,Recent Customers
11013,79,5,262.58,Canada,4,2,1,Others
11014,91,3,172.81,United Kingdom,4,1,1,Promising
11015,255,1,116.56,France,1,1,1,Lost
11016,71,8,1121.3,United Kingdom,5,5,5,Champions
11017,164,6,364.61,Germany,1,3,2,At Risk
11018,52,4,272.16,France,5,2,1,Others
11019,239,5,606.65,United Kingdom,1,2,3,Others
11020,120,5,811.54,Spain,3,2,5,Needs Attention
11021,110,8,723.06,Belgium,3,5,4,Needs Attention
11022,125,8,991.29,United Kingdom,3,5,5,Needs Attention
11023,61,10,1058.08,United Kingdom,5,5,5,Champions
11024,195,3,148.63,United Kingdom,1,1,1,Lost
11025,116,6,523.17,United Kingdom,3,3,3,Needs Attention
11026,140,2,78.25999999999999,Denmark,2,1,1,Hibernating
11027,141,3,344.86,Netherlands,2,1,2,Hibernating
11028,100,6,625.48,Portugal,3,3,4,Needs Attention
11029,144,8,489.58000000000004,Germany,2,5,3,Can't Lose Them
11030,131,7,730.39,United Kingdom,2,4,4,Can't Lose Them
11031,43,4,175.49,Netherlands,5,2,1,Others
11032,73,12,1225.92,United Kingdom,4,5,5,Champions
11033,133,4,411.35,Germany,2,2,2,Hibernating
11034,251,2,157.84,Switzerland,1,1,1,Lost
11035,76,7,996.6700000000001,Netherlands,4,4,5,Champions
11036,149,8,637.04,United Kingdom,2,5,4,Can't Lose Them
11037,178,3,327.84000000000003,France,1,1,2,Lost
11038,52,8,645.1,United Kingdom,5,5,4,Champions
11039,23,9,686.04,United Kingdom,5,5,4,Champions
11040,82,4,536.47,United Kingdom,4,2,3,Potential Loyalists
11041,35,8,1203.42,France,5,5,5,Champions
11042,207,1,62.870000000000005,Spain,1,1,1,Lost
11043,115,10,1258.83,United Kingdom,3,5,5,Needs Attention
11044,239,2,325.9,United Kingdom,1,1,2,Lost
11045,63,5,615.26,United Kingdom,5,2,3,Potential Loyalists
11046,122,6,764.54,United Kingdom,3,3,4,Needs Attention
11047,183,6,535.25,Italy,1,3,3,At Risk
11048,113,8,527.04,United Kingdom,3,5,3,Needs Attention
11049,104,6,406.96000000000004,United Kingdom,3,3,2,Needs Attention
11050,95,5,358.66999999999996,United Kingdom,4,2,2,Potential Loyalists
11051,95,3,375.0,Germany,4,1,2,Promising
11052,81,6,829.84,United Kingdom,4,3,5,Loyal Customers
11053,127,6,272.99,Finland,3,3,1,Needs Attention
11054,164,5,385.83,Australia,1,2,2,Hibernating
11055,169,7,584.03,United Kingdom,1,4,3,Can't Lose Them
11056,101,6,312.94,United Kingdom,3,3,1,Needs Attention
11057,88,4,178.07999999999998,United Kingdom,4,2,1,Others
11058,94,4,418.38,Spain,4,2,2,Potential Loyalists
11059,98,12,1416.31,Germany,4,5,5,Champions
11060,85,3,296.15,Norway,4,1,1,Promising
11061,92,4,193.68,Norway,4,2,1,Others
11062,63,6,372.63,Germany,5,3,2,Loyal Customers
11063,27,6,574.47,United Kingdom,5,3,3,Loyal Customers
11064,155,3,295.34000000000003,United Kingdom,2,1,1,Hibernating
11065,72,5,760.79,United Kingdom,4,2,4,Potential Loyalists
11066,114,8,1009.89,United Kingdom,3,5,5,Needs Attention
11067,66,7,637.1,Netherlands,5,4,4,Champions
11068,72,2,166.71,Finland,4,1,1,Promising
11069,204,4,346.6,United Kingdom,1,2,2,Hibernating
11070,104,7,365.3,United Kingdom,3,4,2,Needs Attention
11071,56,11,1228.48,United Kingdom,5,5,5,Champions
11072,167,7,743.89,United Kingdom,1,4,4,Can't Lose Them
11073,90,7,761.65,United Kingdom,4,4,4,Champions
11074,200,3,644.01,Netherlands,1,1,4,Lost
11075,141,4,228.20000000000002,Norway,2,2,1,Hibernating
11076,230,5,754.42,United Kingdom,1,2,4,Others
11077,106,4,470.63,Netherlands,3,2,2,Needs Attention
11079,163,5,351.33,United Kingdom,1,2,2,Hibernating
11080,74,11,892.03,United Kingdom,4,5,5,Champions
11081,150,6,640.4399999999999,United Kingdom,2,3,4,At Risk
11082,106,8,676.59,Spain,3,5,4,Needs Attention
11083,123,3,100.99000000000001,Netherlands,3,1,1,Others
11084,137,4,704.52,France,2,2,4,Others
11085,145,3,303.17,United Kingdom,2,1,1,Hibernating
11086,41,7,1050.64,United Kingdom,5,4,5,Champions
11087,142,5,585.6700000000001,United Kingdom,2,2,3,Others
11088,169,6,791.99,Spain,1,3,4,At Risk
11089,200,5,615.18,United Kingdom,1,2,3,Others
11090,138,10,1009.97,United Kingdom,2,5,5,Can't Lose Them
11091,163,3,407.85,United Kingdom,1,1,2,Lost
11092,52,4,538.95,Japan,5,2,3,Potential Loyalists
11093,116,3,239.37,Belgium,3,1,1,Others
11094,70,4,186.04999999999998,Netherlands,5,2,1,Others
11095,183,5,630.79,United Kingdom,1,2,4,Others
11096,196,7,728.31,United Kingdom,1,4,4,Can't Lose Them
11097,124,3,194.89000000000001,United Kingdom,3,1,1,Others
11098,120,4,371.86,United Kingdom,3,2,2,Needs Attention
11099,181,1,19.43,Germany,1,1,1,Lost
11100,164,5,504.9,United Kingdom,1,2,3,Others
11101,121,5,310.58000000000004,Spain,3,2,1,Needs Attention
11102,132,6,1000.9499999999999,United Kingdom,2,3,5,At Risk
11103,205,3,184.76,Germany,1,1,1,Lost
11104,125,6,541.48,Germany,3,3,3,Needs Attention
11105,124,9,803.89,United Kingdom,3,5,5,Needs Attention
11106,215,1,49.44,United Kingdom,1,1,1,Lost
11107,184,9,641.94,United Kingdom,1,5,4,Can't Lose Them
11108,77,2,101.89,Germany,4,1,1,Promising
11109,159,4,251.89999999999998,United Kingdom,2,2,1,Hibernating
11110,139,9,926.94,United Kingdom,2,5,5,Can't Lose Them
11111,29,8,677.79,United Kingdom,5,5,4,Champions
11112,23,6,772.1999999999999,United Kingdom,5,3,4,Loyal Customers
11113,52,6,519.55,United Kingdom,5,3,3,Loyal Customers
11114,258,3,237.14,Netherlands,1,1,1,Lost
11115,48,7,920.38,United Kingdom,5,4,5,Champions
11116,93,3,364.66999999999996,Portugal,4,1,2,Promising
11117,91,6,533.9399999999999,United Kingdom,4,3,3,Loyal Customers
11118,125,3,343.75,Germany,3,1,2,Others
11119,102,7,715.8199999999999,France,3,4,4,Needs Attention
11120,167,7,469.06,United Kingdom,1,4,2,Can't Lose Them
11121,139,4,338.75,Spain,2,2,2,Hibernating
11122,102,8,819.07,United Kingdom,3,5,5,Needs Attention
11123,109,8,1261.28,Germany,3,5,5,Needs Attention
11124,67,6,886.8,United Kingdom,5,3,5,Loyal Customers
11125,23,8,693.26,United Kingdom,5,5,4,Champions
11126,96,7,773.12,Sweden,4,4,4,Champions
11127,52,12,1056.21,United Kingdom,5,5,5,Champions
11128,81,8,925.94,United Kingdom,4,5,5,Champions
11129,131,3,267.37,United Kingdom,2,1,1,Hibernating
11130,140,7,348.42,United Kingdom,2,4,2,Can't Lose Them
11131,170,7,540.3399999999999,United Kingdom,1,4,3,Can't Lose Them
11132,139,3,219.47,Portugal,2,1,1,Hibernating
11133,115,3,109.66,France,3,1,1,Others
11134,144,6,287.1,United Kingdom,2,3,1,At Risk
11135,120,8,837.68,United Kingdom,3,5,5,Needs Attention
11136,124,6,726.3,United Kingdom,3,3,4,Needs Attention
11137,66,9,771.54,Finland,5,5,4,Champions
11138,146,7,392.58,United Kingdom,2,4,2,Can't Lose Them
11139,166,7,534.13,Italy,1,4,3,Can't Lose Them
11140,120,13,1402.18,Sweden,3,5,5,Needs Attention
11141,45,8,1076.93,Spain,5,5,5,Champions
11142,84,4,531.04,United Kingdom,4,2,3,Potential Loyalists
11143,210,3,707.2,United Kingdom,1,1,4,Lost
11144,138,6,546.53,Spain,2,3,3,At Risk
11145,45,4,384.19,Italy,5,2,2,Potential Loyalists
11146,146,7,1244.6000000000001,United Kingdom,2,4,5,Can't Lose Them
11147,113,9,837.35,United Kingdom,3,5,5,Needs Attention
11148,214,5,619.81,Germany,1,2,3,Others
11149,122,6,510.42,United Kingdom,3,3,3,Needs Attention
11150,93,5,519.42,United Kingdom,4,2,3,Potential Loyalists
11151,157,8,661.5,United Kingdom,2,5,4,Can't Lose Them
11152,203,5,426.35,United Kingdom,1,2,2,Hibernating
11153,172,6,509.19,Canada,1,3,3,At Risk
11154,102,5,869.23,United Kingdom,3,2,5,Needs Attention
11155,49,2,103.96000000000001,United Kingdom,5,1,1,Recent Customers
11156,55,8,566.76,United Kingdom,5,5,3,Loyal Customers
11157,95,5,217.85,United Kingdom,4,2,1,Others
11158,101,7,679.13,United Kingdom,3,4,4,Needs Attention
11159,176,3,467.55,Italy,1,1,2,Lost
11160,135,6,591.21,USA,2,3,3,At Risk
11161,58,7,410.11,United Kingdom,5,4,2,Loyal Customers
11162,271,5,511.78,United Kingdom,1,2,3,Others
11163,120,9,637.37,France,3,5,4,Needs Attention
11164,92,8,648.3,United Kingdom,4,5,4,Champions
11165,106,9,487.43,United Kingdom,3,5,3,Needs Attention
11166,40,7,402.41,USA,5,4,2,Loyal Customers
11167,81,6,438.40000000000003,Switzerland,4,3,2,Loyal Customers
11168,145,2,265.24,Belgium,2,1,1,Hibernating
11169,75,9,1093.4,United Kingdom,4,5,5,Champions
11170,163,4,305.35,Netherlands,1,2,1,Hibernating
11171,131,2,121.24,Belgium,2,1,1,Hibernating
11172,49,4,283.66,United Kingdom,5,2,1,Others
11173,79,4,330.8,Austria,4,2,2,Potential Loyalists
11174,79,4,413.41,United Kingdom,4,2,2,Potential Loyalists
11175,86,4,421.47,United Kingdom,4,2,2,Potential Loyalists
11176,142,2,165.57,Portugal,2,1,1,Hibernating
11177,62,8,850.63,United Kingdom,5,5,5,Champions
11178,94,11,623.0,United Kingdom,4,5,4,Champions
11179,99,4,393.56,United Kingdom,4,2,2,Potential Loyalists
11180,89,4,367.9,United Kingdom,4,2,2,Potential Loyalists
11181,160,5,803.8,Spain,1,2,5,Others
11182,134,2,186.2,United Kingdom,2,1,1,Hibernating
11183,124,8,427.33,Spain,3,5,2,Needs Attention
11184,107,5,384.3,United Kingdom,3,2,2,Needs Attention
11185,171,7,550.9200000000001,United Kingdom,1,4,3,Can't Lose Them
11186,124,11,1296.57,United Kingdom,3,5,5,Needs Attention
11187,32,5,284.58,Germany,5,2,1,Others
11188,156,7,770.21,United Kingdom,2,4,4,Can't Lose Them
11189,57,4,363.19,Germany,5,2,2,Potential Loyalists
11190,149,4,216.55,United Kingdom,2,2,1,Hibernating
11191,63,7,667.0699999999999,Australia,5,4,4,Champions
11192,161,6,423.83,Germany,1,3,2,At Risk
11193,240,5,562.35,Germany,1,2,3,Others
11194,152,3,375.87,Germany,2,1,2,Hibernating
11195,188,5,341.06,Netherlands,1,2,2,Hibernating
11196,95,5,781.8,Australia,4,2,4,Potential Loyalists
11197,118,5,439.51,United Kingdom,3,2,2,Needs Attention
11198,98,7,740.28,Australia,4,4,4,Champions
11199,134,5,331.84,Germany,2,2,2,Hibernating
11200,16,4,777.35,Portugal,5,2,4,Potential Loyalists
11201,203,4,286.39,Belgium,1,2,1,Hibernating
11202,172,1,147.63,United Kingdom,1,1,1,Lost
11203,87,5,561.56,United Kingdom,4,2,3,Potential Loyalists
11204,99,6,321.06,Austria,4,3,2,Loyal Customers
11205,101,9,747.38,United Kingdom,3,5,4,Needs Attention
11206,70,7,583.33,United Kingdom,5,4,3,Loyal Customers
11207,200,5,177.51999999999998,United Kingdom,1,2,1,Hibernating
11208,75,10,987.73,United Kingdom,4,5,5,Champions
11209,42,8,748.84,Italy,5,5,4,Champions
11210,115,6,477.09,Spain,3,3,3,Needs Attention
11211,99,4,404.99,United Kingdom,4,2,2,Potential Loyalists
11212,170,6,417.03999999999996,United Kingdom,1,3,2,At Risk
11213,96,10,683.93,Canada,4,5,4,Champions
11214,73,7,844.55,United Kingdom,4,4,5,Champions
11215,62,4,200.12,Austria,5,2,1,Others
11216,105,3,257.5,Germany,3,1,1,Others
11217,129,3,78.18,United Kingdom,2,1,1,Hibernating
11218,55,7,680.83,France,5,4,4,Champions
11219,178,6,436.18,Singapore,1,3,2,At Risk
11220,165,9,1009.43,United Kingdom,1,5,5,Can't Lose Them
11221,201,3,316.9,United Kingdom,1,1,1,Lost
11222,182,1,40.92,France,1,1,1,Lost
11223,163,8,749.64,United Kingdom,1,5,4,Can't Lose Them
11224,162,9,1047.76,United Kingdom,1,5,5,Can't Lose Them
11225,107,7,665.5,United Kingdom,3,4,4,Needs Attention
11226,72,10,1176.86,United Kingdom,4,5,5,Champions
11227,146,8,812.57,United Kingdom,2,5,5,Can't Lose Them
11228,109,4,207.77,Belgium,3,2,1,Needs Attention
11229,89,7,1134.83,United Kingdom,4,4,5,Champions
11230,43,9,493.97999999999996,Netherlands,5,5,3,Loyal Customers
11231,85,4,581.1,Finland,4,2,3,Potential Loyalists
11232,162,7,611.3,United Kingdom,1,4,3,Can't Lose Them
11233,273,1,6.74,United Kingdom,1,1,1,Lost
11234,38,7,499.89,United Kingdom,5,4,3,Loyal Customers
11235,179,5,290.51,United Kingdom,1,2,1,Hibernating
11236,167,5,487.68,United Kingdom,1,2,3,Others
11237,100,5,150.25,France,3,2,1,Needs Attention
11238,100,11,1849.07,United Kingdom,3,5,5,Needs Attention
11239,179,5,528.23,Singapore,1,2,3,Others
11240,193,1,26.43,Netherlands,1,1,1,Lost
11241,50,7,928.4,United Kingdom,5,4,5,Champions
11242,51,9,757.32,United Kingdom,5,5,4,Champions
11243,144,7,879.94,United Kingdom,2,4,5,Can't Lose Them
11244,187,5,484.5,United Kingdom,1,2,3,Others
11245,203,3,238.47,Switzerland,1,1,1,Lost
11246,41,3,207.97,USA,5,1,1,Recent Customers
11247,112,7,532.26,Germany,3,4,3,Needs Attention
11248,80,5,705.37,Italy,4,2,4,Potential Loyalists
11249,92,5,493.51,United Kingdom,4,2,3,Potential Loyalists
11250,135,4,397.44,Spain,2,2,2,Hibernating
11251,85,6,475.15,United Kingdom,4,3,2,Loyal Customers
11252,154,10,1400.4,United Kingdom,2,5,5,Can't Lose Them
11253,176,7,655.73,Germany,1,4,4,Can't Lose Them
11254,138,5,501.68,Netherlands,2,2,3,Others
11255,31,4,408.96000000000004,Belgium,5,2,2,Potential Loyalists
11256,97,6,742.13,United Kingdom,4,3,4,Loyal Customers
11257,23,4,631.96,France,5,2,4,Potential Loyalists
11258,104,7,752.2,United Kingdom,3,4,4,Needs Attention
11259,216,3,449.48,United Kingdom,1,1,2,Lost
11260,57,5,213.8,USA,5,2,1,Others
11261,130,6,667.6600000000001,Germany,2,3,4,At Risk
11262,95,12,1273.08,United Kingdom,4,5,5,Champions
11263,91,10,1417.7,United Kingdom,4,5,5,Champions
11264,197,6,576.11,Finland,1,3,3,At Risk
11265,134,8,1202.49,Italy,2,5,5,Can't Lose Them
11266,82,5,394.27,United Kingdom,4,2,2,Potential Loyalists
11267,165,10,1317.76,Netherlands,1,5,5,Can't Lose Them
11268,126,4,288.12,Netherlands,3,2,1,Needs Attention
11269,123,5,560.97,United Kingdom,3,2,3,Needs Attention
11270,83,5,232.17999999999998,United Kingdom,4,2,1,Others
11271,131,6,609.07,Ireland,2,3,3,At Risk
11272,98,3,141.5,United Kingdom,4,1,1,Promising
11273,112,5,262.77,United Kingdom,3,2,1,Needs Attention
11274,115,5,417.65,United Kingdom,3,2,2,Needs Attention
11275,168,5,275.69,Germany,1,2,1,Hibernating
11276,205,6,656.14,United Kingdom,1,3,4,At Risk
11277,195,2,321.7,United Kingdom,1,1,2,Lost
11278,144,6,820.3,United Kingdom,2,3,5,At Risk
11279,61,6,612.44,Germany,5,3,3,Loyal Customers
11280,91,8,838.64,United Kingdom,4,5,5,Champions
11281,94,5,587.74,Denmark,4,2,3,Potential Loyalists
11282,122,8,944.99,France,3,5,5,Needs Attention
11283,43,8,688.67,Belgium,5,5,4,Champions
11284,85,7,847.76,Finland,4,4,5,Champions
11285,124,8,746.4200000000001,United Kingdom,3,5,4,Needs Attention
11286,176,6,348.32,United Kingdom,1,3,2,At Risk
11287,126,4,556.6999999999999,United Kingdom,3,2,3,Needs Attention
11288,47,4,319.24,Austria,5,2,1,Others
11289,44,9,564.99,United Kingdom,5,5,3,Loyal Customers
11290,154,5,396.68,Germany,2,2,2,Hibernating
11291,87,8,934.49,Germany,4,5,5,Champions
11292,182,5,419.95,United Kingdom,1,2,2,Hibernating
11293,180,4,1082.8000000000002,United Kingdom,1,2,5,Others
11294,54,7,912.6,United Kingdom,5,4,5,Champions
11295,57,6,317.68,France,5,3,1,Loyal Customers
11296,106,6,439.07,United Kingdom,3,3,2,Needs Attention
11297,156,7,496.44,United Kingdom,2,4,3,Can't Lose Them
11298,106,6,434.92,United Kingdom,3,3,2,Needs Attention
11299,111,6,462.01,United Kingdom,3,3,2,Needs Attention
11300,48,10,1013.9300000000001,United Kingdom,5,5,5,Champions
11301,23,9,840.9499999999999,United Kingdom,5,5,5,Champions
11302,160,11,658.23,United Kingdom,1,5,4,Can't Lose Them
11303,172,5,616.07,Germany,1,2,3,Others
11304,90,5,634.62,United Kingdom,4,2,4,Potential Loyalists
11305,17,4,117.39,United Kingdom,5,2,1,Others
11306,96,7,994.0899999999999,United Kingdom,4,4,5,Champions
11307,64,6,560.44,Germany,5,3,3,Loyal Customers
11308,92,8,1116.99,United Kingdom,4,5,5,Champions
11309,141,6,428.44,United Kingdom,2,3,2,At Risk
11310,109,7,508.44,United Kingdom,3,4,3,Needs Attention
11311,107,6,549.1899999999999,United Kingdom,3,3,3,Needs Attention
11312,150,9,645.95,United Kingdom,2,5,4,Can't Lose Them
11313,155,7,508.93,United Kingdom,2,4,3,Can't Lose Them
11314,218,4,236.76,Singapore,1,2,1,Hibernating
11315,133,4,400.47,France,2,2,2,Hibernating
11316,156,6,840.04,United Kingdom,2,3,5,At Risk
11317,66,5,499.74,Australia,5,2,3,Potential Loyalists
11318,24,7,503.96,United Kingdom,5,4,3,Loyal Customers
11319,90,10,855.44,United Kingdom,4,5,5,Champions
11320,118,1,64.5,Germany,3,1,1,Others
11321,131,7,694.21,United Kingdom,2,4,4,Can't Lose Them
11322,129,8,577.49,Germany,2,5,3,Can't Lose Them
11323,153,5,415.03000000000003,Germany,2,2,2,Hibernating
11324,64,9,750.43,United Kingdom,5,5,4,Champions
11325,96,7,592.98,United Kingdom,4,4,3,Loyal Customers
11326,156,6,399.93,Germany,2,3,2,At Risk
11327,142,6,764.36,United Kingdom,2,3,4,At Risk
11328,54,6,450.91999999999996,United Kingdom,5,3,2,Loyal Customers
11329,205,5,550.65,Australia,1,2,3,Others
11330,161,7,641.31,United Kingdom,1,4,4,Can't Lose Them
11331,245,3,169.32999999999998,Japan,1,1,1,Lost
11332,184,9,932.4,France,1,5,5,Can't Lose Them
11333,97,8,424.11,United Kingdom,4,5,2,Loyal Customers
11334,240,5,334.42,United Kingdom,1,2,2,Hibernating
11335,169,7,572.7,Australia,1,4,3,Can't Lose Them
11336,213,3,182.52,Ireland,1,1,1,Lost
11337,96,4,363.07000000000005,United Kingdom,4,2,2,Potential Loyalists
11338,51,9,742.26,United Kingdom,5,5,4,Champions
11339,63,5,621.58,Italy,5,2,4,Potential Loyalists
11340,135,7,787.28,United Kingdom,2,4,4,Can't Lose Them
11341,194,1,43.92,Netherlands,1,1,1,Lost
11342,223,2,252.75,United Kingdom,1,1,1,Lost
11343,125,5,318.21000000000004,Spain,3,2,1,Needs Attention
11344,120,5,717.21,France,3,2,4,Needs Attention
11345,136,7,636.95,United Kingdom,2,4,4,Can't Lose Them
11346,67,9,719.25,United Kingdom,5,5,4,Champions
11347,59,9,645.88,United Kingdom,5,5,4,Champions
11348,3,9,569.66,United Kingdom,5,5,3,Loyal Customers
11349,172,6,575.8,United Kingdom,1,3,3,At Risk
11350,92,10,1011.14,United Kingdom,4,5,5,Champions
11351,119,9,726.86,United Kingdom,3,5,4,Needs Attention
11352,172,3,223.92000000000002,United Kingdom,1,1,1,Lost
11353,113,3,210.4,United Kingdom,3,1,1,Others
11354,54,8,583.01,United Kingdom,5,5,3,Loyal Customers
11355,172,6,691.36,United Kingdom,1,3,4,At Risk
11356,247,2,168.48000000000002,Norway,1,1,1,Lost
11357,190,1,42.96,Finland,1,1,1,Lost
11358,162,9,756.67,United Kingdom,1,5,4,Can't Lose Them
11359,110,5,794.1,United Kingdom,3,2,4,Needs Attention
11360,64,7,794.87,United Kingdom,5,4,4,Champions
11361,105,9,1022.07,Germany,3,5,5,Needs Attention
11362,314,1,70.28,Netherlands,1,1,1,Lost
11363,79,6,489.59,United Kingdom,4,3,3,Loyal Customers
11364,146,9,792.01,Germany,2,5,4,Can't Lose Them
11365,89,3,513.6,France,4,1,3,Promising
11366,52,6,730.6700000000001,Spain,5,3,4,Loyal Customers
11367,160,4,429.40999999999997,Italy,1,2,2,Hibernating
11368,89,7,617.13,United Kingdom,4,4,3,Loyal Customers
11369,91,6,322.48,Canada,4,3,2,Loyal Customers
11370,116,5,483.3,Switzerland,3,2,3,Needs Attention
11371,102,5,493.11,United Kingdom,3,2,3,Needs Attention
11372,132,10,930.1800000000001,United Kingdom,2,5,5,Can't Lose Them
11373,126,3,364.59999999999997,United Kingdom,3,1,2,Others
11374,156,4,930.9300000000001,United Kingdom,2,2,5,Others
11375,178,4,530.89,United Kingdom,1,2,3,Others
11376,133,2,68.03,United Kingdom,2,1,1,Hibernating
11377,45,6,331.6,Canada,5,3,2,Loyal Customers
11378,115,9,862.98,United Kingdom,3,5,5,Needs Attention
11379,94,8,659.65,France,4,5,4,Champions
11380,81,11,1145.06,United Kingdom,4,5,5,Champions
11381,108,7,322.07,United Kingdom,3,4,2,Needs Attention
11382,88,6,409.98,Netherlands,4,3,2,Loyal Customers
11383,75,9,653.16,United Kingdom,4,5,4,Champions
11384,139,4,361.07,Germany,2,2,2,Hibernating
11385,76,6,788.33,United Kingdom,4,3,4,Loyal Customers
11386,91,6,305.45,Sweden,4,3,1,Loyal Customers
11387,161,7,872.5,France,1,4,5,Can't Lose Them
11388,53,5,262.82,Switzerland,5,2,1,Others
11389,65,9,1380.27,United Kingdom,5,5,5,Champions
11390,146,10,870.4,United Kingdom,2,5,5,Can't Lose Them
11391,6,6,653.63,United Kingdom,5,3,4,Loyal Customers
11392,129,10,889.3599999999999,Austria,2,5,5,Can't Lose Them
11393,60,8,995.48,United Kingdom,5,5,5,Champions
11394,95,5,467.55,United Kingdom,4,2,2,Potential Loyalists
11395,77,6,583.77,United Kingdom,4,3,3,Loyal Customers
11396,151,5,319.13,United Kingdom,2,2,1,Hibernating
11397,127,3,210.32,Canada,3,1,1,Others
11398,105,10,667.51,Spain,3,5,4,Needs Attention
11399,140,4,437.37,United Kingdom,2,2,2,Hibernating
11400,196,2,168.10000000000002,United Kingdom,1,1,1,Lost
11401,98,4,233.95,France,4,2,1,Others
11402,171,4,336.41,United Kingdom,1,2,2,Hibernating
11403,138,6,460.08000000000004,United Kingdom,2,3,2,At Risk
11404,137,7,769.71,United Kingdom,2,4,4,Can't Lose Them
11405,60,9,1200.46,United Kingdom,5,5,5,Champions
11406,41,10,1315.15,United Kingdom,5,5,5,Champions
11407,114,8,788.88,United Kingdom,3,5,4,Needs Attention
11408,29,6,1066.55,United Kingdom,5,3,5,Loyal Customers
11409,134,5,256.63,United Kingdom,2,2,1,Hibernating
11410,119,6,425.46,Norway,3,3,2,Needs Attention
11411,113,8,722.17,Spain,3,5,4,Needs Attention
11412,117,7,789.21,United Kingdom,3,4,4,Needs Attention
11413,124,6,722.29,France,3,3,4,Needs Attention
11414,181,4,463.12,United Kingdom,1,2,2,Hibernating
11415,64,7,1081.91,France,5,4,5,Champions
11416,50,4,317.63,Australia,5,2,1,Others
11417,145,6,514.6700000000001,United Kingdom,2,3,3,At Risk
11418,156,5,397.64,Ireland,2,2,2,Hibernating
11419,73,6,806.36,Canada,4,3,5,Loyal Customers
11420,190,4,602.54,Germany,1,2,3,Others
11421,146,4,242.81,United Kingdom,2,2,1,Hibernating
11422,59,8,632.48,Japan,5,5,4,Champions
11423,78,3,312.68,United Kingdom,4,1,1,Promising
11424,179,6,611.9300000000001,United Kingdom,1,3,3,At Risk
